area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
94 m²,,"Excelente oportunidad de rentabilidad. Casa ubicada en el sector de Los Hongos cerca de la Avenida Oriental. Consta de 3 apartamentos independientes. El primer piso consta de 2 habitaciones, baño, sala-comedor, patio, cocina y garaje; el segundo piso consta de 3 habitaciones, 2 baños, sala-comedor, patio de ropa y cocina; y el tercer piso consta de 2 habitaciones, 1 baño, sala-comedor, cocina y patio.",3,4 baños,7 habitaciones,"$ 500.000.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
2.209 m²,,"En el primer piso se encuentra dos apartamentos con 5 habitaciones y 3 baños, 2 salas comedor y 2 cocinas; el segundo piso es un área grande, tiene un salón de 150 m² con servicio de 4 baños para hombres y 4 baños para mujeres, tiene una terraza grande de 120 m² y dos salones de bodega de 1,20 m² cada uno.",3,11 baños,5 habitaciones,"$ 4.859.800.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
,,"Sensacional casa en zona campestre  de 4  pisos con una área construida de 432 mts2 en un terreno total de 720 mts2 cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano, jacuzzi en la habitación principal, zona de lavandería.",Venta,6 baños,6 habitaciones,"$ 750.000.000
                        ",Casa,435 m²,Casa en venta en Tunja,"Tunja, Boyacá "
720 m²,,"Sensacional casa en zona campestre de 4 pisos con un área construida de 432 m² en un terreno total de 720 m². Cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería. La sala es amplia, espacio de comedor independiente y garaje con puerta eléctrica.",5,6 baños,6 habitaciones,"$ 750.000.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
137 m²,,"Apartamento dúplex de 2 niveles ubicado Manzanares cerca al Innovo Plaza y zona de colegios consta en el primer nivel de sala comedor, cocina integral, balcón, 2 habitaciones con closet, baño privado y un baño social. En el segundo nivel 1 alcoba, 1 baño privado y terraza. El edificio cuenta con parqueadero, depósito, salón social con una terraza amplia.",3,3 baños,3 habitaciones,"$ 327.000.000
                        ",Apartamento,Venta,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
137 m²,,"Apartamento dúplex de 2 niveles ubicado Manzanares cerca al Innovo Plaza y zona de colegios consta en el primer nivel de sala comedor, cocina integral, balcón, 2 habitaciones con closet, baño privado y un baño social. En el segundo nivel 1 alcoba, 1 baño privado y terraza. El edificio cuenta con parqueadero, depósito, salón social con una terraza amplia.",3,3 baños,3 habitaciones,"$ 327.700.000
                        ",Apartamento,Venta,Apartamento en venta en Tunja,"Tunja, Boyacá "
,,"Apartamento amplio ubicado en el centro de la ciudad a 6 cuadras de la Plaza de Bolívar, cerca de la Universidad Antonio Nariño y a la Av oriental. Consta de 3 habitaciones con closet, 2 baños, uno en la habitación principal y otro social, cocina integral, sala comedora. Adicionalmente cuenta con un espacio amplio con diferentes proyecciones como por ejemplo hobbies, sala de star, gym, salón social, y un patio en la habitación principal. Cuenta con parqueadero",4,2 baños,3 habitaciones,"$ 300.000.000
                        ",Apartamento,Venta,Apartamento en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
112 m²,,"Casa a 2 minutos del Centro histórico de Tunja y cerca de La Plaza Real. Cuenta con un área 162 m² de los cuales 112 m² están construidos. Consta de dos pisos distribuidos de la siguiente forma: Primer piso tiene sala-comedor, cocina, patio de ropas de dos niveles baño social, 1 habitación y cuarto auxiliar. En el segundo piso cuenta con 1 habitación principal con excelente iluminación, baño privado, 2 habitaciones y 1 baño social. Adicionalmente, la propiedad es apta para construir y realizar las modificaciones que se deseen y puede ser usada también con fines comerciales.",3,3 baños,4 habitaciones,"$ 400.000.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
162 m²,,"Casa a 2 minutos del Centro histórico de Tunja y cerca de La Plaza Real. Cuenta con un área 162 m² de los cuales 112 m² están construidos. Consta de dos pisos distribuidos de la siguiente forma: Primer piso tiene sala-comedor, cocina, patio de ropas de dos niveles baño social, 1 habitación y cuarto auxiliar. En el segundo piso cuenta con 1 habitación principal con excelente iluminación, baño privado, 2 habitaciones y 1 baño social. Adicionalmente, la propiedad es apta para construir y realizar las modificaciones que se deseen y puede ser usada también con fines comerciales.",3,3 baños,4 habitaciones,"$ 400.000.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
354 m²,,"Casa/bodega con una área de 354,07 mts2 localizada en el barrio San Francisco consta de 3 pisos divididos de la siguiente manera: Piso 1: Bodega amplia con baño Amplia. Piso 2 salón con espacio exclusivo (balcón). Piso 3 Apartamento con 2 habitaciones con closet, un baño privado y uno social , un cuarto estudio sala comedor espacio exclusivo (balcón) y patio. La propiedad se encuentra aledaña a la Plaza del Mercado del Sur, el sector es usado especialmente a bodegas de industriales, cercano hay un CAI De Policía también tiene varias salidas a la ciudad o vías principales.",3,2 baños,2 habitaciones,"$ 530.427.129
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
168 m²,,"Casa ubicado en un sector exclusivo cerca a centros comerciales como Unicentro, Viva, Olímpica, también EPS y universidades como la Santo Tomas Y UPTC siendo un sector comercial y de zonas recreativas. La casa consta de tres pisos. Primer piso: sala, comedor, cocina, patio de ropas, garaje, estudio, baño social. Segundo piso: tres habitaciones, sala de televisión, baño. Tercer piso: habitación con vestier, baño y terraza.",4,3 baños,4 habitaciones,"$ 480.000.000
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
150 m²,,"Casa de 2 niveles ubicado al norte de la ciudad cerca al Colegio de los Angeles, Green Hills, Clinica medilaser y Uniboyacá, cerca a zonas comerciales como supermercados, restaurantes, droguerías, parques. La propiedad se divide de la siguiente manera: el primer nivel se encuentra el garaje, sala comedor, cocina integral, 2 habitaciones con closet, 2 baños, uno en la habitación principal, otro social, patios de ropas y una sala de estudio. El segundo nivel está en obra negra proyectado para realizar 2 apartamentos independientes.",4,2 baños,2 habitaciones,"$ 280.000.000
                        ",Apartamento,Venta,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Casa cerca de la Plaza Real y a 2 minutos del Centro Histórico de Tunja, cuenta con un área 162 m2 de los cuales 112 m² construidos. Consta de dos pisos distribuidos de la siguiente forma: primer piso cuenta con sala-comedor, cocina, patio de ropas de dos niveles, 1 baño social, 1 habitación y cuarto auxiliar.  Finalmente, el segundo piso cuenta con 1 habitación principal con excelente iluminación, 1 baño privado, 2 habitaciones y 1 baño social. Adicionalmente, la propiedad es apta para construir y realizar modificaciones que se deseen realizar y puede ser usada con fines comerciales.",Venta,3 baños,4 habitaciones,"$ 400.000.000
                        ",Casa,1999,Casa en venta en Tunja,"Tunja, Boyacá "
,,"El apartamento  es un quinto piso consta de 2 habitaciones, que incluye closets con cortinas, con baño privado, sala comedor con chimenea de leña en piedra moderna es confortable, cómodo y con sistemas de cámaras de vigilancia las 24 horas. Cuenta con cocina integral, patio de ropas con ventilación y excelente iluminación de la propiedad. Lo mejor es su ubicación por facilidades de transporte público, acceso a zonas comerciales de diferentes industrias tanto públicas como privadas para atención en salud, educación, alimentación etc",4,2 baños,2 habitaciones,"$ 150.000.000
                        ",Apartamento,Venta,Apartamento en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Si estás buscando un apartamento en una ubicación central en la ciudad de Tunja, tenemos la oportunidad perfecta para ti. Este apartamento se encuentra en el sector Maldonado, cerca de la glorieta principal, lo que lo convierte en una excelente opción para vivir gracias a su ubicación estratégica. Además, se encuentra cerca del centro de la ciudad, el sector comercial de Unicentro, el estadio y varias universidades, lo que te permitirá tener todo lo que necesitas a pocos minutos de distancia. El edificio cuenta con varias zonas comunes que puedes disfrutar, como un parque infantil y ascensor, además de contar con seguridad las 24 horas para tu tranquilidad. El apartamento en sí consta de dos amplias habitaciones, dos baños (uno privado y otro social), sala, comedor, cocina integral y patio de ropas. Además, tiene un parqueadero y un depósito para tu comodidad. ¡No pierdas la oportunidad de vivir en este excelente apartamento en una ubicación inmejorable en Tunja!",Venta,2 baños,3 habitaciones,"$ 230.000.000
                        ",Apartamento,79 m²,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
80 m²,Parqueadero,"Gran oportunidad, se vende casa al norte de Tunja, en el primer piso se encuentra cocina integral, sala comedor, estudio, baño social, bodega pequeña y patio de ropas con su división, domo en policarbonato y reja. Barandas en vidrio templado y garaje. En el segundo piso se haya 2 habitaciones cada una con baño privado, divisiones en vidrio templado, closet, persianas, blackout y rejas  en todas las ventanas, cuenta con todos los servicios.
A  2 cuadras de la vía norte salida Tunja-Paipa, un sector con gran desarrollo y valorización.",3,3 baños,2 habitaciones,"$ 250.000.000
                        ",Casa,Venta,Casa en venta en Los Miuscas,"Los Miuscas, Tunja, Tunja, Boyacá "
354 m²,,"Casa bodega con una área de 354,07 mts2 localizada en el barrio San Francisco. Consta de 3 pisos divididos de la siguiente manera: Piso 1: Bodega amplia con baño Amplia. Piso 2: salón con espacio exclusivo (balcón). Piso 3 Apartamento con 2 habitaciones con closet, un baño privado y uno social , un cuarto estudio sala comedor espacio exclusivo (balcón) y patio. La propiedad se encuentra aledaña a la Plaza del Mercado del Sur, el sector es usado especialmente a bodegas de industriales, cercano hay un CAI De Policía también tiene varias salidas a la ciudad o vías principales.",3,2 baños,2 habitaciones,"$ 530.427.129
                        ",Casa,Venta,Casa en venta en Tunja,"Tunja, Boyacá "
,,"El apartamento se encuentra en el centro, muy cerca de la Glorieta Norte y Las Nieves. Este apartamento cuenta con 3 habitaciones, cada una con su propio closet, 2 baños (uno en la habitación principal y otro social), una amplia sala comedor con excelente iluminación natural y un parqueadero. ¡No pierdas la oportunidad de vivir en un lugar cómodo, acogedor y con una ubicación privilegiada!",3,2 baños,3 habitaciones,"$ 250.000.000
                        ",Apartamento,Venta,Apartamento en venta en Maldonado,"Maldonado, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",Venta,2 baños,3 habitaciones,"$ 340.000.000
                        ",Apartamento,,Apartamento en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",Venta,3 baños,3 habitaciones,"$ 390.000.000
                        ",Casa,,Casa en venta en Las Quintas,"Las Quintas, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria presenta esta espaciosa casa en venta en el barrio Las Nieves, ubicada a pocos pasos de la plazoleta Muisca. La casa se distribuye de sala y comedor que se conectan fluidamente, creando un espacio perfecto para reuniones familiares y sociales. La cocina  un patio de ropas  También encontrarás una habitación de servicio con su propio baño, un baño social y un patio interno que agrega un toque encantador a la propiedad.En la planta alta, disfrutarás de cuatro habitaciones, . Además, hay dos baños completos y un estar de TV que brinda un espacio adicional para relajarte. Esta casa cuenta con garaje y un depósito para satisfacer tus necesidades de almacenamiento. Su ubicación estratégica cerca de la plazoleta Muisca y otras comodidades locales hace que esta propiedad sea una excelente inversión. ¡No dudes en ponerte en contacto con nosotros para programar una visita y conocer más sobre esta oportunidad de vivienda en Tunja!",Venta,4 baños,5 habitaciones,"$ 360.000.000
                        ",Casa,,Casa en venta en Las Nieves,"Las Nieves, Tunja, Tunja, Boyacá "
,Parqueadero,"Inmobiliaria Atos se complace en presentar esta hermosa casa para estrenar ubicada en el conjunto cerrado más encantador del barrio Altagracia, a pocos pasos del Centro Comercial Viva. Esta propiedad ofrece una combinación de comodidad, elegancia y lujo, ideal para quienes buscan un hogar excepcional.Características de la Casa:- Área total de 132 m².- Sala espaciosa, perfecta para relajarse o recibir visitas.- Garaje para su comodidad.- Comedor luminoso y acogedor.- Estudio ideal para trabajar desde casa o como espacio de lectura.- Cocina integral equipada con lavavajillas.- Zona de ropas independiente.- En el segundo nivel, encontrará dos habitaciones auxiliares y un baño completo.- Habitación principal con baño privado y vestier.- Excelentes acabados y detalles de diseño.Comodidades del Conjunto:- Sauna y jacuzzi para relajarse después de un largo día.- Gimnasio bien equipado para mantenerse en forma.- Salón social para eventosEsta casa es una oportunidad única",Venta,3 baños,3 habitaciones,"$ 480.000.000
                        ",Casa,,Casa en venta en La Esmeralda,"La Esmeralda, Tunja, Tunja, Boyacá "
,,"Inmobiliaria Atos se complace en ofrecer un emocionante proyecto de inversión en una ubicación privilegiada, entre los Barrios Bolívar y La Trinidad. Este lote de 166 metros cuadrados con una casa construida de 79 metros cuadrados ofrece una oportunidad única para desarrollar un proyecto de viviendas en una de las áreas de más rápido crecimiento en la ciudad.Características de la Propiedad:- Área total del lote: 166 m².- Área construida de 79 m².- La casa actual cuenta con 3 habitaciones, 1 baño, un pasillo, una cocineta y espacio para un local o sala adicional.- Amplias posibilidades de desarrollo: construya múltiples viviendas para inversión o desarrollo de proyecto residencial.- Ubicación estratégica en una zona de crecimiento y desarrollo.Este es el momento perfecto para aprovechar esta oportunidad de inversión en un área en crecimiento constante, ideal para la construcción de viviendas y la rentabilidad a largo plazo.",Venta,1 baño,3 habitaciones,"$ 220.000.000
                        ",Casa,,Casa en venta en Trinidad,"Trinidad, Tunja, Tunja, Boyacá "
